page http://localhost:3600/fixture/start http://localhost:3600/fixture/start 0 5
patterns http://localhost:3600/fixture/start http://localhost:3600/fixture/start 0 2
practice http://localhost:3600/fixture/start http://localhost:3600/fixture/start 0 1
program http://localhost:3600/fixture/start http://localhost:3600/fixture/start 0 2
python http://localhost:3600/fixture/start http://localhost:3600/fixture/start 0 6
page http://localhost:3600/fixture/program-patterns http://localhost:3600/fixture/start 1 1
pages http://localhost:3600/fixture/program-patterns http://localhost:3600/fixture/start 1 1
patterns http://localhost:3600/fixture/program-patterns http://localhost:3600/fixture/start 1 3
pipeline http://localhost:3600/fixture/program-patterns http://localhost:3600/fixture/start 1 1
pipelines http://localhost:3600/fixture/program-patterns http://localhost:3600/fixture/start 1 1
planning http://localhost:3600/fixture/program-patterns http://localhost:3600/fixture/start 1 1
practice http://localhost:3600/fixture/program-patterns http://localhost:3600/fixture/start 1 1
predictable http://localhost:3600/fixture/program-patterns http://localhost:3600/fixture/start 1 1
production http://localhost:3600/fixture/program-patterns http://localhost:3600/fixture/start 1 1
program http://localhost:3600/fixture/program-patterns http://localhost:3600/fixture/start 1 4
python http://localhost:3600/fixture/program-patterns http://localhost:3600/fixture/start 1 5
page http://localhost:3600/fixture/python-basics http://localhost:3600/fixture/start 1 6
pipeline http://localhost:3600/fixture/python-basics http://localhost:3600/fixture/start 1 1
practical http://localhost:3600/fixture/python-basics http://localhost:3600/fixture/start 1 1
program http://localhost:3600/fixture/python-basics http://localhost:3600/fixture/start 1 1
python http://localhost:3600/fixture/python-basics http://localhost:3600/fixture/start 1 8
page http://localhost:3600/fixture/page-signals http://localhost:3600/fixture/start 1 5
penalty http://localhost:3600/fixture/page-signals http://localhost:3600/fixture/start 1 1
pipeline http://localhost:3600/fixture/page-signals http://localhost:3600/fixture/start 1 1
precision http://localhost:3600/fixture/page-signals http://localhost:3600/fixture/start 1 1
python http://localhost:3600/fixture/page-signals http://localhost:3600/fixture/start 1 7
pages http://localhost:3600/fixture/pipeline-notes http://localhost:3600/fixture/start 2 2
parse http://localhost:3600/fixture/pipeline-notes http://localhost:3600/fixture/start 2 1
persist http://localhost:3600/fixture/pipeline-notes http://localhost:3600/fixture/start 2 1
pipeline http://localhost:3600/fixture/pipeline-notes http://localhost:3600/fixture/start 2 3
publish http://localhost:3600/fixture/pipeline-notes http://localhost:3600/fixture/start 2 1
python http://localhost:3600/fixture/pipeline-notes http://localhost:3600/fixture/start 2 1
